block	species	chr	chr_beg	chr_end	orientation
558	LR213452	1	145336	146627	+
558	CP026792	1	254055	255243	-
558	LR213455	1	238558	239849	+
558	CP026793	1	1634939	1636229	-
558	CP054913	1	419555	420845	-
558	CP044155	1	1979873	1981163	-
558	CP049285	1	4233753	4235043	-
558	CP049606	1	75638	76929	+
558	CP020086	1	684501	685792	+
558	CP020339	1	3042200	3043490	-
558	CP026842	1	3899074	3900364	-
558	CP000266	1	4047359	4048650	+
558	CP026836	1	3593721	3595011	-
558	CP004057	1	3751847	3753134	-
558	CP041513	1	1958483	1959773	-
558	CP026795	1	4218616	4219907	+
558	CP037996	1	436033	437322	-
558	CP049278	1	4781370	4782660	-
558	CP034060	1	493577	494868	+
558	CP026832	1	4427238	4428528	-
558	CP000036	1	3597617	3598907	-
558	CP045522	1	146227	147532	+
558	CP026799	1	4165289	4166527	-
558	CP042980	1	3709966	3711256	-
558	CP020336	1	3873113	3874403	-
558	AE005674	2	3731011	3732301	-
558	CP026839	1	528559	529849	-
558	CP024473	1	1117289	1118579	-
558	CP026811	1	3392482	3393773	+
558	CP026824	1	2336160	2337451	+
558	CP037923	1	3745695	3746985	-
558	CP033510	1	1986110	1987400	-
558	CP012735	1	1210706	1211997	+
558	CP041620	1	3164540	3165832	+
558	CP026840	1	1828190	1829480	-
558	CP032513	1	3692216	3693521	-
558	CP026831	1	4268477	4269767	-
558	CP026827	1	3566721	3567988	+
558	CP012137	1	3773349	3774639	-
558	CP026877	1	3238262	3239552	-
558	CP026828	1	669605	670895	-
558	CP045784	1	2105821	2107112	+
558	CP026766	1	2298804	2300094	-
558	CP026825	1	651170	652459	-
558	CP034935	1	2900630	2901921	+
558	CP045941	1	238547	239838	+
558	CP026834	1	2613762	2615052	-
558	CP011511	1	3647297	3648587	-
558	CP026845	1	3085801	3087091	+
558	LM651928	1	3643406	3644696	-
558	CP007037	1	3713644	3714934	-
558	CP026762	1	3362536	3363826	-
558	CP026776	1	2784043	2785333	-
558	CP049281	1	4246243	4247533	-
558	AE014073	1	4042914	4044205	+
558	CP044158	1	4013928	4015218	-
558	CP026846	1	200940	202231	+
558	CP004056	1	3726809	3728099	-
558	CP026098	1	504594	505899	+
558	CP001383	1	3763253	3764543	-
558	CP026765	1	4015884	4017072	-
558	CP026805	1	2750208	2751498	-
558	CP014768	1	4403230	4404520	-
558	CP012140	1	3794773	3796063	-
558	CP026814	1	1597712	1599002	-
558	CP026768	1	3363810	3364999	+
558	CP020753	1	3706530	3707718	-
558	CP020342	1	1222474	1223764	-
558	CP026788	1	2897127	2898417	-
558	CP001063	1	3733378	3734668	-
558	CP026731	1	996739	998030	+
558	CP027027	1	1226820	1228110	-
559	CP055292	1	2143857	2145056	+
559	CP026792	1	247659	248857	-
559	CP000266	1	4053847	4055045	+
559	CP026836	1	3586755	3587954	-
559	CP049278	1	4774391	4775590	-
559	CP026799	1	4158893	4160091	-
559	CP026824	1	2343229	2344428	+
559	CP037923	1	3739299	3740497	-
559	CP026877	1	3231285	3232484	-
559	CP026845	1	3092869	3094068	+
559	CP026846	1	208010	209209	+
559	CP026765	1	4009488	4010686	-
559	CP014768	1	4397609	4398808	-
559	CP026768	1	3370196	3371394	+
559	CP020753	1	3700134	3701332	-
559	CP027027	1	1219841	1221040	-
560	CP055292	1	2145058	2149007	+
560	CP026792	1	243708	247658	-
560	CP000266	1	4055047	4058996	+
560	CP026836	1	3581651	3586754	-
560	CP049278	1	4770441	4774390	-
560	CP026799	1	4154942	4158892	-
560	CP026824	1	2344430	2348378	+
560	CP037923	1	3735348	3739298	-
560	CP026831	1	4256971	4260846	-
560	CP026877	1	3227341	3231284	-
560	CP026845	1	3094070	3098011	+
560	CP026846	1	209211	213159	+
560	CP026765	1	4005537	4009487	-
560	CP014768	1	4393658	4397608	-
560	CP026768	1	3371396	3375345	+
560	CP020753	1	3696183	3700133	-
560	CP027027	1	1215890	1219840	-
561	CP055292	1	2150674	2153470	+
561	CP026792	1	239246	242042	-
561	CP000266	1	4060663	4063459	+
561	CP026836	1	3577231	3580027	-
561	CP049278	1	4765992	4768788	-
561	CP026799	1	4150480	4153276	-
561	CP026824	1	2350046	2352831	+
561	CP037923	1	3730886	3733682	-
561	CP041620	1	3170056	3172852	+
561	CP026831	1	4252883	4255664	-
561	CP026877	1	3222891	3225688	-
561	CP026845	1	3099664	3102460	+
561	CP026846	1	214813	217609	+
561	CP026765	1	4001075	4003871	-
561	CP014768	1	4389196	4391992	-
561	CP026768	1	3377012	3379808	+
561	CP020753	1	3691721	3694517	-
561	CP027027	1	1211438	1214223	-
562	CP055292	1	2156498	2157549	+
562	CP034931	1	4000984	4002036	-
562	CP044152	1	2744236	2745287	+
562	CP026810	1	4399605	4400657	-
562	CP026797	1	2957245	2958296	+
562	CP058589	1	3785642	3786694	-
562	LR213452	1	152775	153826	+
562	CP026792	1	234998	236044	-
562	LR213455	1	245398	246443	+
562	CP026793	1	1628338	1629390	-
562	CP054913	1	412960	414006	-
562	CP044155	1	1973272	1974324	-
562	CP049285	1	4227987	4229039	-
562	CP049606	1	84220	85271	+
562	CP020086	1	691341	692392	+
562	CP020339	1	3035599	3036651	-
562	CP026842	1	3894193	3895239	-
562	CP000266	1	4066661	4067706	+
562	CP026836	1	3573151	3574203	-
562	CP004057	1	3745246	3746298	-
562	CP041513	1	1904972	1906023	+
562	CP026795	1	4147927	4148978	+
562	CP037996	1	431790	432842	-
562	CP049278	1	4762077	4763129	-
562	CP034060	1	501016	502067	+
562	CP026832	1	4336352	4337397	+
562	CP000036	1	3591851	3592903	-
562	CP045522	1	310474	311525	+
562	CP026799	1	4146232	4147278	-
562	CP042980	1	3705723	3706773	-
562	CP020336	1	3866512	3867564	-
562	AE005674	2	3724411	3725463	-
562	CP026839	1	522995	524041	-
562	CP024473	1	1110089	1111141	-
562	CP026811	1	3398487	3399538	+
562	CP026824	1	2355389	2356440	+
562	CP037923	1	3726638	3727684	-
562	CP033510	1	1981867	1982919	-
562	CP012735	1	1217546	1218597	+
562	CP041620	1	3176810	3177861	+
562	CP026840	1	1823305	1824351	-
562	CP032513	1	3537746	3538798	-
562	CP026831	1	4248808	4249855	-
562	CP012137	1	3766749	3767801	-
562	CP026877	1	3218809	3219861	-
562	CP026828	1	664720	665766	-
562	CP045784	1	2196961	2198007	-
562	CP026766	1	2294459	2295511	-
562	CP026825	1	558959	560004	+
562	CP034935	1	2991775	2992821	-
562	CP045941	1	245387	246432	+
562	CP026834	1	2522873	2523918	+
562	CP011511	1	3641531	3642583	-
562	CP026845	1	3105490	3106541	+
562	LM651928	1	3636805	3637857	-
562	CP007037	1	3709401	3710451	-
562	CP026762	1	3310358	3311409	+
562	CP026776	1	2776843	2777895	-
562	CP049281	1	4192731	4193782	+
562	AE014073	1	4049754	4050805	+
562	CP044158	1	4007327	4008379	-
562	CP026846	1	220638	221689	+
562	CP004056	1	3720208	3721260	-
562	CP026098	1	668842	669893	+
562	CP001383	1	3756652	3757704	-
562	CP026765	1	3996827	3997873	-
562	CP026805	1	2659312	2660357	+
562	CP014768	1	4385116	4386148	-
562	CP012140	1	3788172	3789224	-
562	CP026814	1	1544200	1545251	+
562	CP026768	1	3383011	3384055	+
562	CP020753	1	3687473	3688519	-
562	CP020342	1	1215873	1216925	-
562	CP026788	1	2890526	2891578	-
562	CP001063	1	3679866	3680917	+
562	CP026731	1	1002743	1003794	+
562	CP026803	1	4191244	4192295	+
562	CP027027	1	1207824	1208876	-
563	CP055292	1	2157551	2158561	+
563	CP034931	1	3999974	4000983	-
563	CP044152	1	2745289	2746298	+
563	CP026810	1	4398594	4399604	-
563	CP026797	1	2958298	2959308	+
563	CP058589	1	3784632	3785641	-
563	LR213452	1	153828	154838	+
563	CP026792	1	233987	234997	-
563	LR213455	1	246445	247454	+
563	CP026793	1	1627328	1628337	-
563	CP054913	1	411950	412959	-
563	CP044155	1	1972262	1973271	-
563	CP049285	1	4226976	4227986	-
563	CP049606	1	85273	86283	+
563	CP020086	1	692394	693403	+
563	CP020339	1	3034589	3035598	-
563	CP026842	1	3893182	3894192	-
563	CP000266	1	4067708	4068718	+
563	CP026836	1	3572139	3573150	-
563	CP004057	1	3744236	3745245	-
563	CP041513	1	1906025	1907035	+
563	CP026795	1	4148980	4149990	+
563	CP037996	1	430779	431789	-
563	CP049278	1	4761066	4762076	-
563	CP034060	1	502069	503079	+
563	CP026832	1	4337399	4338409	+
563	CP000036	1	3590840	3591850	-
563	CP045522	1	311527	312536	+
563	CP026799	1	4145221	4146231	-
563	CP042980	1	3704713	3705722	-
563	CP020336	1	3865502	3866511	-
563	AE005674	2	3723401	3724410	-
563	CP026839	1	521984	522994	-
563	CP024473	1	1109078	1110088	-
563	CP026811	1	3399540	3400550	+
563	CP026824	1	2356442	2357452	+
563	CP037923	1	3725627	3726637	-
563	CP033510	1	1980857	1981866	-
563	CP012735	1	1218599	1219608	+
563	CP041620	1	3177863	3178873	+
563	CP026840	1	1822294	1823304	-
563	CP032513	1	3536735	3537745	-
563	CP026831	1	4247797	4248807	-
563	CP026827	1	3573251	3574261	+
563	CP012137	1	3765739	3766748	-
563	CP026877	1	3217798	3218808	-
563	CP026828	1	663709	664719	-
563	CP045784	1	2195950	2196960	-
563	CP026766	1	2293448	2294458	-
563	CP026825	1	560006	561016	+
563	CP034935	1	2990764	2991774	-
563	CP045941	1	246434	247443	+
563	CP026834	1	2523920	2524930	+
563	CP011511	1	3640520	3641530	-
563	CP026845	1	3106543	3107553	+
563	LM651928	1	3635795	3636804	-
563	CP007037	1	3708391	3709400	-
563	CP026762	1	3311411	3312421	+
563	CP026776	1	2775832	2776842	-
563	CP049281	1	4193784	4194794	+
563	AE014073	1	4050807	4051816	+
563	CP044158	1	4006317	4007326	-
563	CP026846	1	221691	222701	+
563	CP004056	1	3719198	3720207	-
563	CP026098	1	669895	670905	+
563	CP001383	1	3755642	3756651	-
563	CP026765	1	3995816	3996826	-
563	CP026805	1	2660359	2661369	+
563	CP014768	1	4384105	4385115	-
563	CP012140	1	3787162	3788171	-
563	CP026814	1	1545253	1546263	+
563	CP026768	1	3384057	3385067	+
563	CP020753	1	3686462	3687472	-
563	CP020342	1	1214863	1215872	-
563	CP026788	1	2889516	2890525	-
563	CP001063	1	3680919	3681929	+
563	CP026731	1	1003796	1004806	+
563	CP026803	1	4192297	4193307	+
563	CP027027	1	1206813	1207823	-
564	CP055292	1	2158564	2162256	+
564	CP034931	1	3996280	3999971	-
564	CP044152	1	2746301	2749991	+
564	CP026810	1	4394900	4398591	-
564	CP026797	1	2959311	2963002	+
564	CP058589	1	3780938	3784629	-
564	LR213452	1	154841	158532	+
564	CP026792	1	230293	233984	-
564	LR213455	1	247457	251148	+
564	CP024466	1	3400654	3404233	+
564	CP026793	1	1623634	1627325	-
564	CP054913	1	408256	411947	-
564	CP044155	1	1968568	1972259	-
564	CP049285	1	4223283	4226973	-
564	CP049606	1	86286	89976	+
564	CP006736	1	3385404	3388982	+
564	CP020086	1	693406	697097	+
564	CP020339	1	3030895	3034586	-
564	CP026842	1	3889490	3893179	-
564	CP000266	1	4068721	4072412	+
564	CP026836	1	3568445	3572136	-
564	CP004057	1	3740542	3744233	-
564	CP041513	1	1907038	1910729	+
564	CP026795	1	4149993	4153683	+
564	CP037996	1	427084	430776	-
564	CP026782	1	1241462	1245041	+
564	CP049278	1	4757372	4761063	-
564	CP034060	1	503082	506773	+
564	CP026832	1	4338412	4342103	+
564	CP000036	1	3587146	3590837	-
564	CP045522	1	312539	316230	+
564	CP026799	1	4141527	4145218	-
564	CP042980	1	3701019	3704710	-
564	CP020336	1	3861808	3865499	-
564	AE005674	2	3719707	3723398	-
564	CP026839	1	518333	521981	-
564	CP024473	1	1105384	1109075	-
564	CP026811	1	3400553	3404244	+
564	CP026824	1	2357455	2361140	+
564	CP037923	1	3721933	3725624	-
564	CP026784	1	799154	802733	-
564	CP033510	1	1977163	1980854	-
564	CP012735	1	1219611	1223302	+
564	CP041620	1	3178876	3182568	+
564	CP026840	1	1818600	1822291	-
564	CP032513	1	3533041	3536732	-
564	CP026831	1	4244117	4247794	-
564	CP026827	1	3574264	3577955	+
564	CP012137	1	3762045	3765736	-
564	CP026877	1	3214104	3217795	-
564	CP026828	1	660015	663706	-
564	CP045784	1	2192256	2195947	-
564	CP026766	1	2289754	2293445	-
564	CP026825	1	561019	564710	+
564	CP034935	1	2987070	2990761	-
564	CP045941	1	247446	251137	+
564	CP026834	1	2524933	2528624	+
564	CP011511	1	3636826	3640517	-
564	CP026845	1	3107556	3111247	+
564	LM651928	1	3632101	3635792	-
564	CP007037	1	3704697	3708388	-
564	CP026762	1	3312424	3316115	+
564	CP026776	1	2772138	2775829	-
564	CP000034	1	3435625	3439204	+
564	CP049281	1	4194797	4198488	+
564	AE014073	1	4051819	4055510	+
564	CP044158	1	4002623	4006314	-
564	CP026846	1	222704	226395	+
564	CP004056	1	3715504	3719195	-
564	CP026098	1	670908	674599	+
564	CP001383	1	3751949	3755639	-
564	CP026765	1	3992122	3995813	-
564	CP026805	1	2661372	2665063	+
564	CP014768	1	4380411	4384102	-
564	CP012140	1	3783468	3787159	-
564	CP026814	1	1546266	1549957	+
564	CP026878	1	3532155	3535733	-
564	CP026768	1	3385070	3388761	+
564	CP020753	1	3682768	3686459	-
564	CP020342	1	1211169	1214860	-
564	CP026788	1	2885822	2889513	-
564	CP001063	1	3681932	3685623	+
564	CP026731	1	1004809	1008500	+
564	CP026786	1	2581621	2585200	-
564	CP026803	1	4193310	4196964	+
564	CP027027	1	1203119	1206810	-
564	CP026780	1	3287672	3291251	+
564	CP026774	1	2821174	2824753	-
564	CP026777	1	1245346	1248925	+
565	CP055292	1	2162257	2165193	+
565	CP034931	1	3993343	3996278	-
565	CP044152	1	2749992	2752928	+
565	CP026810	1	4391963	4394898	-
565	CP026797	1	2963003	2965939	+
565	CP058589	1	3778001	3780936	-
565	LR213452	1	158533	161468	+
565	CP026792	1	227356	230291	-
565	LR213455	1	251149	254084	+
565	CP024466	1	3404234	3407170	+
565	CP026793	1	1620697	1623632	-
565	CP054913	1	405319	408254	-
565	CP044155	1	1965631	1968566	-
565	CP049285	1	4220346	4223281	-
565	CP049606	1	89977	92913	+
565	CP006736	1	3388983	3391919	+
565	CP020086	1	697098	700034	+
565	CP020339	1	3027958	3030893	-
565	CP026842	1	3886557	3889488	-
565	CP000266	1	4072413	4075349	+
565	CP026836	1	3565518	3568443	-
565	CP004057	1	3737605	3740540	-
565	CP041513	1	1910730	1913666	+
565	CP026795	1	4153684	4156620	+
565	CP037996	1	424147	427082	-
565	CP026782	1	1245042	1247978	+
565	CP049278	1	4754435	4757370	-
565	CP034060	1	506774	509709	+
565	CP026832	1	4342104	4345040	+
565	CP000036	1	3584209	3587144	-
565	CP045522	1	316231	319167	+
565	CP026799	1	4138590	4141525	-
565	CP042980	1	3698082	3701017	-
565	CP020336	1	3858871	3861806	-
565	AE005674	2	3716770	3719705	-
565	CP026839	1	515397	518331	-
565	CP024473	1	1102448	1105382	-
565	CP026811	1	3404245	3407181	+
565	CP026824	1	2361141	2364077	+
565	CP037923	1	3718996	3721931	-
565	CP026784	1	796217	799152	-
565	CP033510	1	1974226	1977161	-
565	CP012735	1	1223303	1226239	+
565	CP041620	1	3182569	3185505	+
565	CP026840	1	1815663	1818598	-
565	CP032513	1	3530104	3533039	-
565	CP026831	1	4241180	4244115	-
565	CP026827	1	3577956	3580892	+
565	CP012137	1	3759108	3762043	-
565	CP026877	1	3211168	3214102	-
565	CP026828	1	657078	660013	-
565	CP045784	1	2189319	2192254	-
565	CP026766	1	2286817	2289752	-
565	CP026825	1	564711	567647	+
565	CP034935	1	2984133	2987068	-
565	CP045941	1	251138	254073	+
565	CP026834	1	2528625	2531561	+
565	CP011511	1	3633889	3636824	-
565	CP026845	1	3111248	3114183	+
565	LM651928	1	3629164	3632099	-
565	CP007037	1	3701760	3704695	-
565	CP026762	1	3316116	3319052	+
565	CP026776	1	2769202	2772136	-
565	CP000034	1	3439205	3442141	+
565	CP049281	1	4198489	4201425	+
565	AE014073	1	4055511	4058447	+
565	CP044158	1	3999686	4002621	-
565	CP026846	1	226396	229332	+
565	CP004056	1	3712567	3715502	-
565	CP026098	1	674600	677536	+
565	CP001383	1	3749012	3751947	-
565	CP026765	1	3989185	3992120	-
565	CP026805	1	2665064	2668000	+
565	CP014768	1	4377386	4380409	-
565	CP012140	1	3780531	3783466	-
565	CP026814	1	1549958	1552894	+
565	CP026878	1	3529218	3532153	-
565	CP026768	1	3388762	3391698	+
565	CP020753	1	3679831	3682766	-
565	CP020342	1	1208232	1211167	-
565	CP026788	1	2882885	2885820	-
565	CP001063	1	3685624	3688560	+
565	CP026731	1	1008501	1011437	+
565	CP026786	1	2578684	2581619	-
565	CP026803	1	4198323	4201275	+
565	CP027027	1	1200182	1203117	-
565	CP026780	1	3291252	3294188	+
565	CP026774	1	2818281	2821172	-
565	CP026777	1	1248926	1251862	+
566	CP055292	1	2165355	2166680	+
566	CP034931	1	3991856	3993180	-
566	CP044152	1	2753090	2754415	+
566	CP026810	1	4390476	4391800	-
566	CP026797	1	2966101	2967426	+
566	CP058589	1	3776514	3777838	-
566	LR213452	1	161630	162955	+
566	CP026792	1	225869	227193	-
566	LR213455	1	254246	255571	+
566	CP024466	1	3408136	3409432	+
566	CP026793	1	1619210	1620534	-
566	CP054913	1	403832	405156	-
566	CP044155	1	1964144	1965468	-
566	CP049285	1	4218859	4220183	-
566	CP049606	1	93075	94400	+
566	CP020086	1	700196	701521	+
566	CP020339	1	3026471	3027795	-
566	CP026842	1	3885071	3886394	-
566	CP000266	1	4075511	4076836	+
566	CP026836	1	3564031	3565355	-
566	CP004057	1	3736118	3737442	-
566	CP041513	1	1913828	1915153	+
566	CP026795	1	4156782	4158107	+
566	CP037996	1	422660	423984	-
566	CP049278	1	4752948	4754272	-
566	CP034060	1	509871	511196	+
566	CP026832	1	4345202	4346527	+
566	CP000036	1	3582722	3584046	-
566	CP045522	1	319329	320654	+
566	CP026799	1	4137103	4138427	-
566	CP042980	1	3696595	3697919	-
566	CP020336	1	3857384	3858708	-
566	AE005674	2	3715283	3716607	-
566	CP026839	1	513911	515235	-
566	CP024473	1	1100961	1102285	-
566	CP026811	1	3407343	3408668	+
566	CP026824	1	2364239	2365533	+
566	CP037923	1	3717509	3718833	-
566	CP026784	1	793955	795251	-
566	CP033510	1	1972739	1974063	-
566	CP012735	1	1226401	1227726	+
566	CP041620	1	3185667	3186992	+
566	CP026840	1	1814176	1815500	-
566	CP032513	1	3528617	3529941	-
566	CP026831	1	4239693	4241017	-
566	CP026827	1	3581055	3582380	+
566	CP012137	1	3757621	3758945	-
566	CP026877	1	3209681	3211005	-
566	CP026828	1	655591	656915	-
566	CP045784	1	2187832	2189156	-
566	CP026766	1	2285330	2286654	-
566	CP026825	1	567809	569133	+
566	CP034935	1	2982646	2983970	-
566	CP045941	1	254235	255560	+
566	CP026834	1	2531723	2533048	+
566	CP011511	1	3632402	3633726	-
566	CP026845	1	3114345	3115669	+
566	LM651928	1	3627677	3629001	-
566	CP007037	1	3700273	3701597	-
566	CP026762	1	3319214	3320539	+
566	CP026776	1	2767715	2769039	-
566	CP049281	1	4201587	4202912	+
566	AE014073	1	4058609	4059934	+
566	CP044158	1	3998199	3999523	-
566	CP026846	1	229494	230819	+
566	CP004056	1	3711080	3712404	-
566	CP026098	1	677698	679023	+
566	CP001383	1	3747525	3748849	-
566	CP026765	1	3987698	3989022	-
566	CP026805	1	2668162	2669487	+
566	CP014768	1	4375899	4377223	-
566	CP012140	1	3779044	3780368	-
566	CP026814	1	1553056	1554381	+
566	CP026878	1	3526957	3528253	-
566	CP026768	1	3391860	3393185	+
566	CP020753	1	3678344	3679668	-
566	CP020342	1	1206745	1208069	-
566	CP026788	1	2881398	2882722	-
566	CP001063	1	3688722	3690047	+
566	CP026731	1	1011599	1012924	+
566	CP026803	1	4201437	4202762	+
566	CP027027	1	1198724	1200019	-
566	CP026780	1	3295153	3296448	+
566	CP026777	1	1252828	1254124	+
567	CP055292	1	2169532	2171830	+
567	CP034931	1	3986706	3989004	-
567	CP044152	1	2757267	2759565	+
567	CP060117	1	165837	168133	+
567	CP026810	1	4384550	4386848	-
567	CP026797	1	2971523	2973821	+
567	CP058589	1	3771364	3773662	-
567	CP045526	1	2917965	2920263	+
567	LR213452	1	165807	168105	+
567	CP026792	1	220719	223017	-
567	CP049167	1	658297	660592	-
567	CP049169	1	1421174	1423472	-
567	LR213455	1	258423	260721	+
567	CP026793	1	1613283	1615581	-
567	CP049171	1	1618376	1620674	+
567	CP045932	1	4646045	4648340	-
567	CP049185	1	3042943	3045241	+
567	CP054913	1	398682	400980	-
567	CP049175	1	2429401	2431699	-
567	CP019689	1	1891176	1893474	+
567	CP049177	1	4510734	4513032	+
567	CP044155	1	1958994	1961292	-
567	CP049179	1	1520304	1522602	-
567	CP049285	1	4213739	4216028	-
567	CP049606	1	97252	99550	+
567	CP020086	1	704373	706671	+
567	CP020339	1	3021321	3023619	-
567	CP000266	1	4079688	4081949	+
567	CP026836	1	3557570	3559868	-
567	CP004057	1	3730968	3733266	-
567	CP041513	1	1919250	1921548	+
567	CP010829	1	4016246	4018544	+
567	CP026795	1	4162204	4164502	+
567	CP053751	1	157617	159915	+
567	CP041511	1	276472	278768	+
567	CP037996	1	417510	419808	-
567	CP041322	1	860240	862538	+
567	CP049278	1	4747798	4750096	-
567	CP034060	1	514048	516346	+
567	CP049173	1	3723066	3725364	-
567	CP000036	1	3577602	3579891	-
567	CP045522	1	323506	325804	+
567	CP049165	1	3516939	3519237	-
567	CP044151	1	2906206	2908504	+
567	CP014099	2	3706955	3709253	-
567	CP035008	1	4613697	4615995	-
567	CP046286	1	2288987	2291285	+
567	CP026799	1	4131990	4134251	-
567	CP042980	1	3691445	3693743	-
567	CP020336	1	3852234	3854532	-
567	AE005674	2	3710133	3712431	-
567	CP026839	1	508782	511080	-
567	CP024473	1	1095811	1098109	-
567	CP022672	1	4777930	4780228	+
567	CP026811	1	3411499	3413797	+
567	CP026824	1	2370637	2372905	+
567	CP037923	1	3712396	3714657	-
567	CP026802	1	3878414	3880712	-
567	CP033510	1	1967589	1969887	-
567	CP012735	1	1230578	1232876	+
567	CP041620	1	3189844	3192142	+
567	CP021144	1	3136485	3138783	+
567	CP032523	1	1378535	1380976	+
567	CP034067	1	1855215	1857513	-
567	HE616528	1	4150951	4153249	+
567	CP032513	1	3523467	3525765	-
567	CP026831	1	4233626	4235924	-
567	CP026827	1	3585232	3587530	+
567	CP045524	1	3493134	3495432	-
567	CP012137	1	3752471	3754769	-
567	CP026877	1	3204531	3206829	-
567	CP026828	1	650469	652767	-
567	CP022457	1	1218257	1220555	+
567	CP026766	1	2280201	2282499	-
567	CP045941	1	258412	260710	+
567	LR213458	1	195389	197687	+
567	CP011511	1	3627294	3629583	-
567	CP026845	1	3118521	3120819	+
567	LM651928	1	3622527	3624825	-
567	CP007037	1	3695123	3697421	-
567	CP026762	1	3324637	3326935	+
567	CP023645	1	4621763	4624061	-
567	CP000038	1	4014030	4016328	+
567	CP022459	1	3625994	3628292	-
567	CP026776	1	2762565	2764863	-
567	CP049281	1	4207009	4209307	+
567	CP022455	1	3017317	3019615	+
567	AE014073	1	4062786	4065084	+
